(Ângulo)={Ação Tomada}:Recompensa
(-90,-90)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-89)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-88)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-87)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-86)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-85)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-84)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-83)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-82)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-81)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-80)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-79)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-78)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-77)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-76)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-75)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-74)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-73)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-72)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-71)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-70)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-69)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-68)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-67)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-66)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-65)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-64)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-63)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-62)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-61)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-60)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-59)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-58)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-57)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-56)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-55)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-54)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-53)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-52)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-51)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-50)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-49)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-48)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-47)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-46)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-45)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-44)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-43)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-42)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-41)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-40)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-39)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-38)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-37)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-36)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-35)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-34)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-33)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-32)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-31)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-30)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-29)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
(-90,-28)={87,90,89,90,90,90,89,90,90,90,89,87}:0.00
